,,Unnamed: 0,Unnamed: 0.1,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross,last year_totalgross,genre_gross,count_num
2595,2652,3960,6367,Wilson,2017,311,USA,Comedy,Rated,94,2017-03-24,Craig Johnson,"['Woody Harrelson', ' Sandy Oian-Thomas', ' Shaun Brown']",English,5.8,653951.0,11216236720.0,1302997778.0,36
2596,2653,3963,6370,Win Win,2011,388,USA,Comedy,Rated,106,2011-03-18,Tom McCarthy,"['Paul Giamatti', ' Amy Ryan', ' Bobby Cannavale']",English,7.2,10179275.0,10589599184.0,1376087969.0,30
2597,2654,3964,6373,Wind Chill,2007,42,USA,Drama,Rated,91,2007-04-27,Gregory Jacobs,"['Emily Blunt', ' Ashton Holmes', ' Martin Donovan']",English,5.9,36804.0,9190502983.0,1566075796.0,17
2598,2655,3965,6374,The Wind Rises,2013,496,Japan,Animation,Rated,126,2014-02-21,Hayao Miyazaki,"['Hideaki Anno', ' Hidetoshi Nishijima', ' Miori Takimoto']",Japanese,7.8,5209580.0,10893180888.0,,29
2599,2656,3966,6375,Wind River,2017,2890,UK,Crime,Rated,107,2017-08-04,Taylor Sheridan,"['Kelsey Asbille', ' Jeremy Renner', ' Julia Jones']",English,7.9,33721763.0,11216236720.0,,42
2600,2657,3969,6379,The Winding Stream,2014,3,USA,Documentary,Rated,90,2015-12-16,Beth Harrington,"['Chet Atkins', ' Lorrie Bennett', ' John R. Brinkley']",English,7.8,33420.0,10354970864.0,88392417.0,34
2601,2658,3970,6380,The Windmill Movie,2008,4,USA,Documentary,Rated,82,2009-06-17,Alexander Olch,"['Wallace Shawn', ' Bob Balaban', ' Susan Meiselas']",English,6.4,30050.0,9750709587.0,87432868.0,24
2602,2659,3971,6381,Window Horses: The Poetic Persian Epiphany of Rosie Ming,2016,1,Canada,Animation,Rated,85,2017-09-29,Ann Marie Fleming,"['Ellen Page', ' Shohreh Aghdashloo', ' Sandra Oh']",English,6.9,0.0,11216236720.0,,47
2603,2660,3972,6384,Windsor Drive,2015,2,USA,Mystery,Rated,90,2015-08-28,Natalie Bible',"['Samaire Armstrong', ' Anna Biani', ' Matt Cohen']",English,3.2,3256.0,10354970864.0,,34
2604,2661,3975,6393,A Wink and a Smile,2008,4,USA,Documentary,Rated,91,2009-05-01,Deirdre Allen Timmons,"['Miss Indigo Blue', ' Diane Bruch', ' Casey Ellison']",English,6.9,20169.0,9750709587.0,87432868.0,27
2605,2662,3976,6394,Winnebago Man,2009,12,USA,Documentary,Rated,85,2010-07-09,Ben Steinbauer,"['Jack Rebney', ' Ben Steinbauer', ' Keith Gordon']",English,7.2,181039.0,10639535233.0,187290939.0,31
2606,2663,3977,6397,Winnie Mandela,2011,32,South Africa,Biography,Rated,104,2013-09-06,Darrell Roodt,"['Jennifer Hudson', ' Terrence Howard', ' Elias Koteas']",English,6.0,80634.0,11041914748.0,,51
2607,2664,3978,6398,Winnie the Pooh,2011,2405,USA,Animation,Rated,63,2011-07-15,Stephen J. Anderson,"['John Cleese', ' Jim Cummings', ' Bud Luckey']",English,7.2,26692846.0,10589599184.0,,36
2608,2665,3980,6401,The Winning Season,2009,3,USA,Comedy,Rated,104,2010-09-03,Jim Strouse,"['Sam Rockwell', ' Emma Roberts', ' Rob Corddry']",English,6.6,0.0,10639535233.0,1435263724.0,36
2609,2666,3981,6406,Winter of Frozen Dreams,2009,1,USA,Crime,Rated,92,2009-04-10,Eric Mandelbaum,"['Thora Birch', ' Keith Carradine', ' Brendan Sexton III']",English,4.8,8321.0,9750709587.0,,32
2610,2667,3984,6411,Winter's Bone,2010,141,USA,Drama,Rated,100,2010-06-11,Debra Granik,"['Jennifer Lawrence', ' Isaiah Stone', ' Ashlee Thompson']",English,7.2,6531503.0,10639535233.0,1834327761.0,29
2611,2668,3985,6412,Winter's Tale,2014,2965,USA,Drama,Rated,118,2014-02-14,Akiva Goldsman,"['Colin Farrell', ' Matt Bomer', ' Lucy Griffiths']",English,6.2,12600231.0,10893180888.0,1338281892.0,29
2612,2669,3986,6416,Wish I Was Here,2014,753,USA,Comedy,Rated,106,2014-07-18,Zach Braff,"['Zach Braff', ' Pierce Gagnon', ' Kate Hudson']",English,6.7,3591299.0,10893180888.0,1619719448.0,28
2613,2670,3987,6417,Wish Upon,2017,2250,USA,Fantasy,Rated,90,2017-07-14,John R. Leonetti,"['Joey King', ' Ryan Phillippe', ' Ki Hong Lee']",English,5.0,14301505.0,11216236720.0,,28
2614,2671,3988,6418,Wish You Were Here,2012,43,Australia,Drama,Rated,89,1987-07-24,Kieran Darcy-Smith,"['Felicity Price', ' Joel Edgerton', ' Teresa Palmer']",English,5.9,3283832.0,,,3
2615,2672,3989,6420,The Witch,2015,2204,USA,Horror,Rated,92,2016-02-19,Robert Eggers,"['Anya Taylor-Joy', ' Ralph Ineson', ' Kate Dickie']",English,6.8,25138705.0,11149116327.0,374243647.0,26
2616,2673,3994,6434,Without the King,2007,1,USA,Documentary,Rated,83,2008-04-25,Michael Skolnik,"['His Majesty King Mswati III', ' Her Royal Highness Princess Sikhanyiso', ' Her Majesty Queen LaMbikiza']",English,7.0,8663.0,9767268194.0,70723219.0,34
2617,2674,3995,6436,Witless Protection,2008,1354,USA,Comedy,Rated,97,2008-02-22,Charles Robert Carner,"['Larry the Cable Guy', ' Richard Bull', ' J. David Moeller']",English,3.2,4161625.0,9767268194.0,1427703732.0,31
2618,2675,3996,6440,The Witnesses,2007,6,France,Drama,Unrated,112,2008-02-01,André Téchiné,"['Michel Blanc', ' Emmanuelle Béart', ' Sami Bouajila']",French,6.8,78440.0,9767268194.0,1293680617.0,31
2619,2676,3997,6446,CJ7,2008,30,Hong Kong,Comedy,Rated,86,2008-03-07,Stephen Chow,"['Stephen Chow', ' Jiao Xu', ' Lei Huang']",Cantonese,6.5,207378.0,9767268194.0,1427703732.0,32
2620,2677,3999,6451,Clandestine Childhood,2011,2,Argentina,Drama,Unrated,112,2013-01-18,Benjamín Ávila,"['Ernesto Alterio', ' Natalia Oreiro', ' César Troncoso']",Spanish,7.1,9017.0,11041914748.0,1670662348.0,13
2621,2678,4000,6453,The Class,2008,126,France,Drama,Rated,128,2008-12-19,Laurent Cantet,"['François Bégaudeau', ' Agame Malembo-Emene', ' Angélica Sancio']",French,7.5,3766810.0,9767268194.0,1293680617.0,28
2622,2679,4005,6470,Client 9: The Rise and Fall of Eliot Spitzer,2010,17,USA,Documentary,Rated,117,2010-11-05,Alex Gibney,"['Alex Gibney', ' Eliot Spitzer', ' Hulbert Waldroup']",English,7.4,189416.0,10639535233.0,187290939.0,26
2623,2680,4008,6476,"Clinton, Inc.",2016,20,USA,Documentary,Rated,87,2016-09-30,Bill Baber,"['Daniel Halper', ' Dick Morris', ' Myra Adams']",English,4.8,0.0,11149116327.0,65052467.0,54
2624,2681,4009,6477,Clive Davis: The Soundtrack of Our Lives,2017,0,USA,Documentary,Rated,0,2017-09-27,Chris Perkel,['Clive Davis'],,,0.0,11216236720.0,50850748.0,47
2625,2682,4014,6492,Closed Circuit,2013,870,UK,Crime,Rated,96,2013-08-28,John Crowley,"['Kate Lock', ' Katherine Press', ' Patrick Warner']",English,6.2,5750401.0,11041914748.0,,44
2626,2683,4015,6493,Closed Curtain,2013,5,Iran,Drama,Rated,106,2014-07-09,Jafar Panahi,"['Kambuzia Partovi', ' Maryam Moqadam', ' Jafar Panahi']",Persian,6.6,28098.0,10893180888.0,1338281892.0,28
2627,2684,4018,6497,Closet Monster,2015,11,Canada,Drama,Unrated,90,2016-09-23,Stephen Dunn,"['Aaron Abrams', ' Jack Fulton', ' Joanne Kelly']",English,7.0,42166.0,11149116327.0,2060252692.0,54
2628,2685,4019,6498,Closing Escrow,2007,5,USA,Comedy,Rated,93,2007-08-24,Armen Kaprelian,"['April Barnett', ' Rob Brownstein', ' Colleen Crabtree']",English,5.5,8719.0,9190502983.0,1955138318.0,26
2629,2686,4020,6499,Cloud 9,2014,8,USA,Action,Rated,85,2009-08-14,Paul Hoen,"['Luke Benward', ' Dove Cameron', ' Kiersey Clemons']",English,6.8,91675.0,9750709587.0,1961967999.0,24
2630,2687,4021,6500,Cloud Atlas,2012,2023,Germany,Action,Rated,172,2012-10-26,Tom Tykwer,"['Tom Hanks', ' Halle Berry', ' Jim Broadbent']",English,7.5,27108272.0,10187347362.0,2117507233.0,44
2631,2688,4022,6501,Clouds of Sils Maria,2014,187,France,Drama,Rated,124,2015-04-10,Olivier Assayas,"['Juliette Binoche', ' Kristen Stewart', ' Chloë Grace Moretz']",English,6.8,1851517.0,10354970864.0,1679582816.0,45
2632,2689,4023,6502,Cloudy with a Chance of Meatballs,2009,3119,USA,Animation,Rated,90,2009-09-18,Phil Lord,"['Bill Hader', ' Anna Faris', ' James Caan']",English,7.0,124870275.0,9750709587.0,,32
2633,2690,4024,6503,Cloudy with a Chance of Meatballs 2,2013,4001,USA,Animation,Rated,95,2013-09-27,Cody Cameron,"['Bill Hader', ' Anna Faris', ' James Caan']",English,6.4,119793567.0,11041914748.0,,51
2634,2691,4025,6504,Cloverfield,2008,3411,USA,Action,Rated,85,2008-01-18,Matt Reeves,"['Lizzy Caplan', ' Jessica Lucas', ' T.J. Miller']",English,7.0,80048433.0,9767268194.0,1481747614.0,16
2635,2692,4026,6505,Clown,2014,100,USA,Horror,Rated,100,2016-06-17,Jon Watts,"['Andy Powers', ' Laura Allen', ' Peter Stormare']",English,5.7,55007.0,11149116327.0,374243647.0,42
2636,2693,4027,6506,The Club,2015,14,Chile,Comedy,Unrated,98,2016-02-05,Pablo Larraín,"['Alfredo Castro', ' Roberto Farías', ' Antonia Zegers']",Spanish,7.2,52761.0,11149116327.0,1321791183.0,26
2637,2694,4029,6508,Club Life,2015,7,USA,Drama,Rated,87,2015-05-29,Fabrizio Conte,"['Jessica Szohr', ' Jerry Ferrara', ' Robert Davi']",English,4.7,4444.0,10354970864.0,1679582816.0,45
2638,2695,4030,6515,Wrath of the Titans,2012,3545,Spain,Action,Rated,99,2012-03-30,Jonathan Liebesman,"['Sam Worthington', ' Liam Neeson', ' Ralph Fiennes']",English,5.8,83670083.0,10187347362.0,2117507233.0,49
2639,2696,4031,6517,Wreck-It Ralph,2012,3752,USA,Animation,Rated,101,2012-11-02,Rich Moore,"['John C. Reilly', ' Sarah Silverman', ' Jack McBrayer']",English,7.7,189422889.0,10187347362.0,,38
2640,2697,4032,6518,Wrecked,2010,1,USA,Adventure,Rated,91,2011-04-01,Michael Greenspan,"['Adrien Brody', ' Caroline Dhavernas', ' Ryan Robbins']",English,5.3,8020.0,10589599184.0,3790716290.0,40
2641,2698,4033,6520,The Wrestler,2008,776,USA,Drama,Rated,109,2008-12-17,Darren Aronofsky,"['Mickey Rourke', ' Marisa Tomei', ' Evan Rachel Wood']",English,7.9,26238243.0,9767268194.0,1293680617.0,28
2642,2699,4035,6523,Wretches & Jabberers,2011,1,USA,Documentary,Rated,90,2011-04-01,Gerardine Wurzburg,"['Larry Bissonnette', ' Tracy Thresher']",English,8.1,84610.0,10589599184.0,93825307.0,40
2643,2700,4040,6535,Ip Man 3,2015,115,China,Action,Rated,105,2016-01-22,Wilson Yip,"['Donnie Yen', ' Lynn Hung', ' Jin Zhang']",Cantonese,7.1,2679437.0,11149116327.0,2953177273.0,26
2644,2701,4041,6536,Ip Man: The Final Fight,2013,14,Hong Kong,Action,Rated,100,2013-09-20,Herman Yau,"['Anthony Chau-Sang Wong', ' Gillian Chung', ' Jordan Chan']",Cantonese,6.2,37884.0,11041914748.0,2219810902.0,51
2645,2702,4043,6538,Irada,2017,27,India,Drama,Rated,109,2017-02-17,Aparnaa Singh,"['Naseeruddin Shah', ' Arshad Warsi', ' Divya Dutta']",Hindi,6.2,0.0,11216236720.0,1339173437.0,30
2646,2703,4044,6539,The Iran Job,2012,2,USA,Documentary,Unrated,90,2013-06-07,Till Schauder,"['Kevin Sheppard', ' Eunice Sheppard', ' Leah Sheppard']",English,7.1,23115.0,11041914748.0,131885122.0,41
2647,2704,4046,6541,Irina Palm,2007,4,Belgium,Drama,Rated,103,2008-03-21,Sam Garbarski,"['Marianne Faithfull', "" Predrag 'Miki' Manojlovic"", ' Kevin Bishop']",English,7.2,44383.0,9767268194.0,1293680617.0,32
2648,2705,4049,6551,The Iron Lady,2011,1244,UK,Biography,Rated,105,2011-12-30,Phyllida Lloyd,"['Meryl Streep', ' Jim Broadbent', ' Susan Brown']",English,6.4,30017992.0,10589599184.0,,25
2649,2706,4050,6552,Iron Man,2008,4154,USA,Action,Rated,126,2008-05-02,Jon Favreau,"['Robert Downey Jr.', ' Terrence Howard', ' Jeff Bridges']",English,7.9,318412101.0,9767268194.0,1481747614.0,23
2650,2707,4051,6554,Iron Man 2,2010,4390,USA,Action,Rated,124,2010-05-07,Jon Favreau,"['Robert Downey Jr.', ' Gwyneth Paltrow', ' Don Cheadle']",English,7.0,312433331.0,10639535233.0,2041030428.0,29
2651,2708,4052,6555,Iron Man 3,2013,4253,China,Action,Rated,130,2013-05-03,Shane Black,"['Robert Downey Jr.', ' Gwyneth Paltrow', ' Don Cheadle']",English,7.2,409013994.0,11041914748.0,2219810902.0,44
2652,2709,4053,6556,The Iron Ministry,2014,3,USA,Documentary,Rated,82,2015-08-21,J.P. Sniadecki,['nan'],Mandarin,6.8,3159.0,10354970864.0,88392417.0,34
2653,2710,4054,6559,Iron Sky,2012,8,Finland,Action,Rated,93,2012-07-25,Timo Vuorensola,"['Julia Dietze', ' Christopher Kirby', ' Götz Otto']",English,5.9,122082.0,10187347362.0,2117507233.0,23
2654,2711,4055,6563,Irrational Man,2015,925,USA,Comedy,Rated,95,2015-07-17,Woody Allen,"['Joaquin Phoenix', ' Emma Stone', ' Joe Stapleton']",English,6.6,4030360.0,10354970864.0,1272411206.0,35
2655,2712,4057,6566,Is Anybody There?,2008,165,UK,Drama,Rated,94,2009-04-17,John Crowley,"['Bill Milner', ' Anne-Marie Duff', ' Ralph Riach']",English,6.8,2026756.0,9750709587.0,1089198448.0,32
2656,2713,4058,6567,Is Genesis History?,2017,704,USA,Documentary,Unrated,100,2017-02-23,Thomas Purifoy,"['Del Tackett', ' Kevin L. Anderson', ' Steve A. Austin']",English,3.7,1796182.0,11216236720.0,50850748.0,30
2657,2714,4059,6568,Is That a Gun in Your Pocket?,2016,7,USA,Comedy,Rated,95,2016-09-16,Matt Cooper,"['Andrea Anders', ' Matt Passmore', ' Cloris Leachman']",English,6.4,39928.0,11149116327.0,1321791183.0,54
2658,2715,4060,6569,Is the Man Who Is Tall Happy?,2013,15,France,Documentary,Unrated,88,2013-11-22,Michel Gondry,"['Michel Gondry', ' Noam Chomsky']",English,7.1,137042.0,11041914748.0,131885122.0,42
2659,2716,4063,6576,The Island President,2011,5,USA,Documentary,Rated,101,2012-03-28,Jon Shenk,['Mohamed Nasheed'],English,7.3,76398.0,10187347362.0,82817592.0,49
2660,2717,4066,6580,Isle of Dogs,2011,0,UK,Action,Rated,90,2018-03-23,Tammi Sutton,"['Barbara Nedeljakova', ' Edward Hogg', ' Andrew Howard']",English,3.8,0.0,10971586766.0,3814290794.0,6
2661,2718,4067,6581,Ism,2016,79,India,Action,Rated,132,2016-10-21,Puri Jagannadh,"['Aditi Arya', ' Jagapathi Babu', ' Tanikella Bharani']",Telugu,5.9,134165.0,11149116327.0,2953177273.0,46
2662,2719,4076,6596,Dracula Untold,2014,2900,USA,Action,Rated,92,2014-10-10,Gary Shore,"['Luke Evans', ' Sarah Gadon', ' Dominic Cooper']",English,6.3,56280355.0,10893180888.0,2225063194.0,56
2663,2720,4078,6599,Draft Day,2014,2781,USA,Drama,Rated,110,2014-04-11,Ivan Reitman,"['Chris Berman', ' Dave Donaldson', ' Patrick St. Esprit']",English,6.8,28842237.0,10893180888.0,1338281892.0,33
2664,2721,4079,6600,Drag Me to Hell,2009,2510,USA,Horror,Rated,99,2009-05-29,Sam Raimi,"['Alison Lohman', ' Justin Long', ' Lorna Raver']",English,6.6,42100625.0,9750709587.0,293647307.0,27
2665,2722,4080,6602,Enter the Dragon 2012: Third Anniversary Celebration,2012,14,USA,Action,Rated,0,2012-11-30,,['nan'],English,,11137.0,10187347362.0,2117507233.0,38
2666,2723,4081,6603,Dragon Ball Z: Battle of Gods,2013,692,Japan,Animation,Rated,85,2014-08-05,Masahiro Hosoda,"['Masako Nozawa', ' Hiromi Tsuru', ' Ryô Horikawa']",Japanese,7.3,2553002.0,10893180888.0,,38
2667,2724,4082,6604,Dragon Ball Z: Resurrection 'F',2015,913,Japan,Animation,Unrated,93,2015-08-04,Tadayoshi Yamamuro,"['Masako Nozawa', ' Ryô Horikawa', ' Hiromi Tsuru']",Japanese,7.4,8008363.0,10354970864.0,,34
2668,2725,4083,6605,Dragon Blade,2015,14,China,Action,Rated,127,2015-09-04,Daniel Lee,"['Jackie Chan', ' John Cusack', ' Adrien Brody']",Mandarin,6.1,74068.0,10354970864.0,2268082751.0,47
2669,2726,4084,6607,Dragon Wars: D-War,2007,2277,South Korea,Action,Rated,90,2007-09-14,Hyung-rae Shim,"['Jason Behr', ' Amanda Brooks', ' Robert Forster']",English,3.6,10977721.0,9190502983.0,1007869230.0,26
2670,2727,4085,6609,Dragonball: Evolution,2009,2181,USA,Action,Rated,85,2009-04-10,James Wong,"['Justin Chatwin', ' Yun-Fat Chow', ' Emmy Rossum']",English,2.6,9362785.0,9750709587.0,1961967999.0,32
2671,2728,4089,6617,Dream Boy,2008,1,USA,Drama,Rated,88,2010-03-26,James Bolton,"['Stephan Bender', ' Thomas Jay Ryan', ' Diana Scarwid']",English,6.2,6534.0,10639535233.0,1834327761.0,26
2672,2729,4090,6619,Dream House,2011,2664,USA,Drama,Rated,84,2011-09-30,Jim Sheridan,"['Daniel Craig', ' Naomi Watts', ' Rachel Weisz']",English,6.0,21302340.0,10589599184.0,1687447132.0,43
2673,2730,4096,6632,Dreamkiller,2010,3,USA,Thriller,Rated,110,2010-02-19,Catherine C. Pirotta,"['Dario Deak', ' John Savage', ' Tyrone Power Jr.']",English,5.2,15514.0,10639535233.0,,22
2674,2731,4098,6635,Dreams of a Life,2011,1,UK,Documentary,Unrated,95,2012-08-03,Carol Morley,"['Zawe Ashton', ' Alix Luka-Cain', ' Alistair Abrahams']",English,6.8,8405.0,10187347362.0,82817592.0,46
2675,2732,4099,6636,Dreams Rewired,2015,4,Austria,Documentary,Rated,88,2015-11-12,Manu Luksch,['Tilda Swinton'],English,7.0,11843.0,10354970864.0,88392417.0,38
2676,2733,4100,6638,Dredd,2012,2557,UK,Action,Rated,95,2012-09-21,Pete Travis,"['Karl Urban', ' Rachel Wood', ' Andile Mngadi']",English,7.1,13414714.0,10187347362.0,2117507233.0,43
2677,2734,4101,6639,Dressed,2011,1,USA,Documentary,Rated,79,2011-02-04,David John Swajeski,"['Mickey Boardman', ' Simon Collins', ' Simon Doonan']",English,,0.0,10589599184.0,93825307.0,23
2678,2735,4102,6642,The Dressmaker,2015,174,Australia,Comedy,Rated,119,2016-09-23,Jocelyn Moorhouse,"['Kate Winslet', ' Judy Davis', ' Liam Hemsworth']",English,7.1,2022115.0,11149116327.0,1321791183.0,54
2679,2736,4103,6643,Drew: The Man Behind the Poster,2013,1,USA,Documentary,Unrated,97,2013-08-14,Erik Sharkey,"['Drew Struzan', ' Harrison Ford', ' Michael J. Fox']",English,7.5,3078.0,11041914748.0,131885122.0,44
2680,2737,4104,6644,Drillbit Taylor,2008,3061,USA,Comedy,Rated,110,2008-03-21,Steven Brill,"['Nate Hartley', ' Troy Gentile', ' Ian Roberts']",English,5.7,32862104.0,9767268194.0,1427703732.0,32
2681,2738,4105,6645,Drinking Buddies,2013,33,USA,Comedy,Rated,90,2013-08-23,Joe Swanberg,"['Olivia Wilde', ' Jake Johnson', ' Anna Kendrick']",English,6.1,343341.0,11041914748.0,1050654625.0,44
2682,2739,4106,6646,Drive,2011,1,USA,Crime,Rated,100,1992-08-07,Nicolas Winding Refn,"['Ryan Gosling', ' Carey Mulligan', ' Bryan Cranston']",English,7.8,15084.0,,,2
2683,2740,4107,6647,Drive Angry,2011,2290,USA,Action,Rated,104,2011-02-25,Patrick Lussier,"['Nicolas Cage', ' Amber Heard', ' William Fichtner']",English,5.4,10721033.0,10589599184.0,1491832495.0,23
2684,2741,4111,6654,The Legend of Drona,2008,90,India,Action,Unrated,138,2008-10-02,Goldie Behl,"['Jayshree Arora', ' Veer Arya', ' Abhishek Bachchan']",Hindi,2.2,475104.0,9767268194.0,1481747614.0,37
2685,2742,4112,6655,Drone,2017,0,Canada,Thriller,Rated,91,2017-05-26,Jason Bourque,"['Sean Bean', ' Patrick Sabongui', ' Mary McCormack']",Urdu,5.3,0.0,11216236720.0,,33
2686,2743,4113,6656,Drool,2009,1,USA,Comedy,Unrated,85,2010-01-22,Nancy Kissam,"['Laura Harring', ' Jill Marie Jones', ' Oded Fehr']",English,5.7,1403.0,10639535233.0,1435263724.0,16
2687,2744,4114,6657,The Drop,2014,1192,USA,Crime,Rated,106,2014-09-12,Michaël R. Roskam,"['Tom Hardy', ' Noomi Rapace', ' James Gandolfini']",English,7.1,10724389.0,10893180888.0,,46
2688,2745,4115,6662,Drown,2015,1,Australia,Drama,Unrated,93,2015-08-28,Dean Francis,"['Matt Levett', ' Maya Stange', ' Jack Matthews']",English,5.2,1631.0,10354970864.0,1679582816.0,34
2689,2746,4117,6666,Drug War,2012,13,China,Action,Rated,107,2013-07-26,Johnnie To,"['Honglei Sun', ' Louis Koo', ' Yi Huang']",Mandarin,7.0,128195.0,11041914748.0,2219810902.0,32
2690,2747,4119,6670,DRUNK STONED BRILLIANT DEAD: The Story of the National Lampoon,2015,22,USA,Documentary,Rated,98,2015-09-25,Douglas Tirola,"['Danny Abelson', ' Judd Apatow', ' Kevin Bacon']",English,7.1,62660.0,10354970864.0,88392417.0,47
2691,2748,4120,6671,Drunk Wedding,2015,16,USA,Comedy,Rated,81,2015-05-22,Nick Weiss,"['Nick P. Ross', ' J.R. Ramirez', ' Christian Cooke']",English,4.6,3301.0,10354970864.0,1272411206.0,45
2692,2749,4121,6674,The Dry Land,2010,5,USA,Drama,Rated,92,2010-07-30,Ryan Piers Williams,"[""Ryan O'Nan"", ' America Ferrera', ' Jason Ritter']",English,5.6,11777.0,10639535233.0,1834327761.0,31
2693,2750,4122,6679,Effie Gray,2014,201,UK,Biography,Rated,104,2015-04-03,Richard Laxton,"['Dakota Fanning', ' Polly Dartford', ' Greg Wise']",English,5.9,352534.0,10354970864.0,,45
2694,2751,4123,6680,The Eichmann Show,2015,1,UK,Drama,Rated,90,2010-10-29,Paul Andrew Williams,"['Martin Freeman', ' Anthony LaPaglia', ' Rebecca Front']",English,6.5,2706.0,10639535233.0,1834327761.0,34
2695,2752,4127,6687,Eight Miles High,2007,1,Germany,Biography,Unrated,114,2008-07-11,Achim Bornhak,"['Natalia Avelon', ' Matthias Schweighöfer', ' David Scheller']",German,6.4,2616.0,9767268194.0,,24
2696,2753,4128,6689,Eisenstein in Guanajuato,2015,5,Netherlands,Biography,Unrated,105,2016-02-05,Peter Greenaway,"['Elmer Bäck', ' Luis Alberti', ' José Montini']",English,6.3,34282.0,11149116327.0,,26
2697,2754,4131,6692,Ek Main Aur Ekk Tu,2012,111,India,Comedy,Unrated,110,2012-02-10,Shakun Batra,"['Kareena Kapoor Khan', ' Zenobia Shroff', ' Imran Khan']",Hindi,5.8,1155545.0,10187347362.0,1490816438.0,29
2698,2755,4132,6693,Ek Tha Tiger,2012,120,India,Action,Unrated,132,2012-08-15,Kabir Khan,"['Salman Khan', ' Katrina Kaif', ' Ranvir Shorey']",Hindi,5.4,2347774.0,10187347362.0,2117507233.0,46
2699,2756,4133,6694,Ek Thi Daayan,2013,47,India,Horror,Rated,135,2013-04-19,Kannan Iyer,"['Emraan Hashmi', ' Konkona Sen Sharma', ' Kalki Koechlin']",Hindi,5.7,112135.0,11041914748.0,308863451.0,37
2700,2757,4134,6695,Ek Villain,2014,104,India,Action,Rated,129,2014-06-27,Mohit Suri,"['Sidharth Malhotra', ' Riteish Deshmukh', ' Shraddha Kapoor']",Hindi,6.4,730530.0,10893180888.0,2225063194.0,42
2701,2758,4135,6697,Eklavya: The Royal Guard,2007,80,India,Action,Rated,105,2007-02-16,Vidhu Vinod Chopra,"['Amitabh Bachchan', ' Saif Ali Khan', ' Sanjay Dutt']",Hindi,6.2,1290212.0,9190502983.0,1007869230.0,10
2702,2759,4137,6699,El Bulli: Cooking in Progress,2010,10,Germany,Documentary,Unrated,108,2011-07-27,Gereon Wetzel,"['Ferran Adrià', ' Oriol Castro', ' Eduard Xatruch']",Catalan,6.4,237181.0,10589599184.0,93825307.0,36
2703,2760,4139,6702,El clan,2012,19,Spain,Action,Rated,89,2016-03-18,Jaime Falero,"['Francisco Vera', ' Borja Elgea', ' Octavi Pujades']",Spanish,7.3,201227.0,11149116327.0,2953177273.0,42
